Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random
767,274,279,23,1171,228,839
1002,259,1624,1,3,266,528
131,249,1456,2,139,270,914
383,247,1387,636,184,272,1100
113,244,155,21,49,273,546
1419,242,1290,493,388,285,855
1427,238,112,5,63,303,432
506,236,131,13,407,334,179
348,234,126,15,363,396,201
1009,232,86,9,19,398,850
969,230,123,3,288,399,75
1248,228,522,671,822,441,3
911,217,949,936,510,448,295
1484,214,529,1027,854,469,704
848,212,511,1688,134,479,5
610,196,600,8,54,480,327
963,165,860,268,774,520,455
1024,130,558,460,791,521,174
1410,65,594,456,65,541,1267
1504,54,533,68,58,588,390
1514,45,599,1,1074,592,24
858,56,569,229,570,653,344
1517,132,1126,60,16,704,1195
1331,146,1135,2,2,749,70
1090,148,1236,4,57,751,692
713,159,142,29,1532,777,239
1527,193,1376,14,7,809,133
996,217,308,24,35,811,122
476,260,955,9,68,902,944
226,274,41,3,60,907,767
1536,308,238,1,8,932,1077
39,373,449,2,65,970,796
1558,387,787,228,1278,974,522
1560,504,15,13,123,999,393
895,507,870,1,1353,1003,703
1563,617,757,3,85,1029,1214
1568,655,456,4,110,1037,389
1569,664,1379,2,111,1041,84
1509,999,1381,645,63,1057,955
1570,1001,133,1427,47,1075,76
1577,1009,1382,17,35,1114,161
1128,1093,34,85,873,1130,289
1587,1095,1385,28,3,1166,17
427,1098,1386,5,12,1198,126
1451,1117,706,185,414,1203,338
362,1118,12,169,1133,1211,862
1283,1119,689,50,1623,1215,312
255,1215,1178,245,25,1294,585
1614,1235,1389,10,115,1300,605
325,1254,745,172,15,1344,482
1409,1313,480,46,118,1348,228
1232,1370,1391,81,1528,1352,745
1623,1408,1393,518,1666,1401,300
1624,1430,381,1,68,1443,270
1625,1441,1145,3,527,1445,610
1631,652,174,80,173,1451,1205
1132,584,912,1115,968,1452,542
552,582,624,182,919,1454,238
1188,581,42,6,51,1509,129
1637,580,1811,235,65,1536,687
1068,579,5,16,1,1537,824
1403,577,144,174,64,1538,181
1101,576,1812,75,56,1549,110
1447,575,1787,13,68,1605,423
482,574,52,45,51,1646,1072
1648,573,406,15,331,1664,724
1644,572,170,2,119,1715,464
869,569,1750,283,34,1716,755
1655,568,182,11,1422,1717,492
40,567,1798,9,209,1718,22
235,565,76,142,80,1719,829
1169,548,1170,132,346,1720,1247
1316,539,37,84,1232,1721,176
1660,534,976,154,1657,1722,1230
986,528,58,4,27,1723,1186
1091,526,1201,26,16,1724,1194
1046,525,1813,930,83,1725,48
1670,523,1814,30,84,1726,568
1680,522,1206,21,1524,1727,454
116,520,1,12,33,1728,302
1683,518,1815,229,86,1729,449
777,514,1064,12,1646,1730,1075
1008,513,1816,67,87,1731,841
1094,488,436,1221,120,1732,212
838,479,986,6,51,1733,789
636,466,648,11,735,1734,735
1692,455,218,37,772,1735,952
1177,453,997,2,142,1736,272
1695,451,528,7,702,1737,1037
1697,422,348,397,1247,1738,683
1246,404,1005,234,33,1739,643
514,376,16,5,1046,1740,504
1711,293,1012,39,81,1741,345
1131,260,101,1112,26,27,385
1718,250,145,29,435,41,913
769,236,255,3,411,100,97
1653,217,1017,835,366,207,266
1543,197,862,8,830,210,107
215,186,524,476,879,228,303
1734,163,913,9,345,235,1110
756,162,806,13,933,244,254
1520,132,482,1559,163,266,826
1434,130,517,17,132,284,779
1075,129,225,18,960,322,50
1746,110,105,1,92,440,490
1750,101,597,1284,252,508,37
1739,89,362,10,915,526,204
1714,88,249,12,1191,591,184
2089,87,1023,4,48,592,515
2090,82,68,356,112,597,569
1597,68,98,12,494,599,1136
2091,100,13,433,802,602,1215
2092,148,1027,289,666,615,655
2093,271,737,11,137,626,483
2094,273,1034,1,135,628,213
2095,382,1039,1132,800,631,249
1846,407,1045,409,166,635,973
2096,444,1050,2,171,638,500
2097,481,475,18,746,654,395
1674,490,1056,52,175,655,1091
766,513,1061,1241,179,657,82
363,764,855,30,172,675,1151
1988,770,1067,5,970,689,80
669,773,1073,909,1088,730,595
452,834,1082,9,181,744,812
71,848,1089,29,20,756,543
2085,897,104,8,42,803,30
38,1043,626,910,184,820,1558
31,1052,1096,475,188,825,1602
292,1053,1100,1230,192,827,1720
315,1055,956,797,267,834,188
705,1056,254,7,279,840,483
798,1079,467,6,124,842,1477
898,1084,1227,780,150,865,1643
518,1120,1075,835,222,866,31
984,1122,747,3,700,868,198
751,1125,601,1578,500,872,1360
1,1145,1016,4,621,873,813
40,1233,761,10,2,877,967
118,1234,38,5,52,896,1020
220,1245,613,188,1632,897,239
156,1274,521,2,26,906,449
34,1275,604,60,12,968,126
280,1284,426,586,34,981,539
354,1296,419,3,38,989,240
374,1305,215,328,53,1002,1046
655,1348,430,62,37,1025,357
756,1369,491,61,320,1037,953
513,1407,608,1421,311,1050,756
432,1448,240,4,521,1066,546
1006,1535,85,1,5,1075,1063
1044,662,259,5,1022,1105,1152
1045,640,610,141,49,1125,503
312,622,149,1598,24,1142,664
1076,614,236,45,1194,1166,187
1108,612,242,211,1638,1206,329
540,611,689,36,830,1305,527
998,606,639,81,748,1310,993
512,604,729,64,1247,1311,775
1042,603,646,284,1,1328,695
2029,598,675,3,668,1330,1052
1,597,1084,1,439,1357,928
36,594,843,599,968,1381,1073
339,590,679,120,2,1416,9
24,586,1086,415,1,1417,1546
471,585,1087,124,7,1499,1242
431,580,1334,655,5,1501,919
504,573,1335,57,1217,1502,208
547,561,401,416,6,1567,60
636,556,1336,5,7,1644,15
7,546,873,701,402,1695,213
86,542,628,55,1058,1696,153
998,538,642,54,1140,1697,765
1094,534,82,323,77,1698,90
6,531,89,759,63,1699,568
1211,522,96,674,53,1700,859
63,508,100,814,35,1701,737
1120,500,113,381,1,1702,663
35,489,123,56,912,1703,320
1083,485,3,58,787,1704,1029
1282,480,130,1204,60,1705,1290
897,464,138,3,92,1706,643
1063,453,148,121,136,1707,1122
383,423,162,134,650,1708,216
849,376,165,15,1126,1709,1422
503,315,157,2,308,1710,795
410,291,171,138,830,1711,214
1267,290,178,1035,208,1712,72
1403,250,184,1375,524,1713,471
1256,248,189,840,785,209,462
194,245,185,591,200,231,933
737,244,193,35,1010,239,658
1165,243,197,1491,351,263,232
291,232,207,147,347,272,1452
985,231,132,642,322,300,335
1311,219,211,19,705,329,474
1013,218,215,4,38,332,1461
1502,217,220,1032,168,378,1285
816,214,224,584,187,385,911
1536,213,229,712,754,438,525
1085,207,236,2,942,460,394
1556,198,243,206,58,462,20
901,196,250,127,677,464,171
373,176,255,158,137,480,1249
996,133,259,16,75,496,482
1544,130,260,1,1173,501,73
818,102,263,28,167,525,161
545,52,269,15,247,580,465
665,48,275,111,76,581,768
1617,47,279,23,381,591,648
1635,36,283,14,35,598,168
312,31,135,16,272,623,141
524,23,288,107,233,627,689
960,55,296,103,1154,746,432
1259,157,154,112,172,754,124
1654,571,298,269,273,792,1188
240,575,302,101,1258,793,24
170,576,308,102,1016,803,206
679,578,312,819,79,849,440
710,580,319,1810,95,859,19
398,586,325,1829,679,894,403
1164,588,332,1,264,905,1545
1680,589,111,104,257,908,419
290,594,338,21,996,967,843
687,600,315,863,295,979,43
1080,602,339,7,184,1009,318
187,616,343,19,230,1021,161
577,901,129,105,43,1022,1291
1702,939,346,461,140,1023,1198
101,979,350,1654,302,1024,411
842,997,357,12,655,1025,1068
1721,1001,360,113,895,1026,34
372,1008,364,4,272,1027,535
67,1073,367,22,296,1031,707
625,1087,372,5,66,1049,270
982,1110,375,110,304,1072,68
205,1117,378,27,152,1079,282
991,1120,381,10,81,1080,176
306,1160,384,17,370,1083,1243
1411,1168,387,32,536,1165,49
1748,1206,390,13,1020,1168,1098
843,1244,238,772,191,1169,293
1111,1281,188,8,82,1224,387
1443,1298,396,2,340,1238,445
1082,1308,331,18,371,1239,231
1749,1311,403,20,275,1241,201
536,1312,406,3,799,1250,324
1750,1547,407,24,154,1252,1204
172,669,411,6,264,1283,451
1751,667,414,25,254,1306,879
1752,666,417,11,251,1316,952
126,665,422,26,284,1352,1212
1753,664,426,29,805,1382,176
1754,663,430,444,231,1397,754
1755,662,210,736,16,1415,350
1331,659,436,66,218,1431,1469
121,657,128,30,486,1461,4
443,655,440,9,1249,1557,139
47,653,311,30,319,1563,337
765,634,445,240,941,1565,340
1372,626,447,612,1192,1603,1014
1756,593,451,7,161,1611,925
1504,585,454,1131,624,1619,1253
1638,527,456,138,894,1623,453
1661,523,460,126,254,1629,101
1655,521,466,1415,144,1647,1528
355,518,471,842,141,1676,136
696,509,475,135,138,1677,347
1757,505,477,37,119,1678,74
1560,501,480,622,30,1679,646
1730,456,483,313,4,1680,48
1299,435,119,532,156,1681,579
1190,409,484,5,102,1682,217
421,406,277,1223,136,1683,240
41,402,485,660,743,1684,1191
553,401,489,1051,1189,1685,217
1758,395,493,425,145,1686,279
1058,389,497,320,672,1687,1417
1759,388,501,35,862,1688,332
435,387,504,322,83,1689,35
1760,386,55,654,904,1690,407
997,383,508,9,863,1691,826
70,381,323,1157,87,1692,91
1761,378,453,6,54,1693,419
1244,366,194,188,116,49,75
903,360,510,4,192,65,1178
175,347,515,113,42,184,976
1340,320,517,36,1012,188,714
1762,319,490,3,810,210,651
1763,318,520,642,177,263,132
602,316,421,611,21,270,191
473,315,523,253,19,299,861
307,309,478,178,27,300,243
142,297,528,647,150,331,600
157,239,531,2,260,363,637
565,232,535,402,861,393,259
1634,167,538,534,882,395,1026
1764,130,235,13,954,431,200
1765,129,541,945,45,438,1407
1766,56,542,489,919,446,1222
535,33,545,404,50,469,256
1153,34,548,675,55,471,300
1767,58,552,380,564,476,100
1768,197,539,1122,684,494,461
1769,264,554,449,92,495,1479
950,385,557,1011,28,509,306
1026,395,488,5,113,510,1172
1770,403,469,1182,875,512,418
1771,404,560,1,62,517,902
1691,412,563,8,361,518,210
1572,416,565,221,680,585,459
1772,472,568,319,147,588,367
1512,483,482,1,197,650,1493
708,531,571,3,313,701,59
841,597,496,2,114,745,1168
1070,610,413,496,120,774,248
572,658,577,77,178,809,1018
166,667,579,1,188,842,236
651,689,581,2,934,899,641
1773,704,585,23,99,916,1020
323,741,586,24,405,929,1101
1439,781,590,56,406,971,503
1687,810,592,7,198,996,654
1183,826,595,59,407,1000,169
120,828,598,47,409,1001,1181
377,835,602,1,410,1003,864
1118,873,604,335,411,1022,400
1774,912,607,8,412,1034,521
1775,914,612,318,925,1037,25
1280,917,616,152,413,1039,540
492,922,622,150,414,1111,921
1663,926,626,28,394,1125,566
231,958,630,18,449,1127,913
1446,970,632,14,321,1142,636
467,987,637,15,166,1163,44
1776,989,641,707,986,1173,1278
720,990,646,2,807,1257,624
476,1048,650,431,346,1291,748
605,1079,651,3,281,1292,625
1555,1093,234,34,392,1293,95
1598,1095,657,84,128,1294,1533
559,1103,662,36,1237,1297,606
1777,1107,666,286,403,1298,889
221,1113,659,623,753,1299,469
1640,1129,670,96,115,1322,546
948,1163,366,439,760,1352,195
1562,1218,673,1164,32,1355,954
1191,1223,675,33,688,1414,1135
1778,1250,173,53,357,1427,882
1779,1278,677,278,1236,1438,356
81,1304,66,202,1024,1457,193
1173,1466,121,405,262,1506,1427
310,1514,84,387,654,1534,153
513,1540,682,6,237,1535,84
1780,671,136,251,324,1537,557
1422,670,152,51,787,1538,730
1732,669,358,16,225,1545,194
1781,668,686,13,1241,1654,1453
320,667,690,25,33,1657,184
1782,666,691,26,25,1658,1567
384,664,573,164,267,1659,295
904,663,569,333,56,1660,821
1041,662,506,407,1203,1661,346
1440,657,698,228,159,1662,942
1783,656,703,828,187,1663,1209
27,655,166,30,351,1664,957
284,654,707,10,206,1665,805
98,653,167,49,850,1666,198
658,650,708,346,329,1667,321
869,648,711,9,425,1668,203
343,642,714,370,364,1669,499
1499,640,649,213,49,1670,92
1784,627,717,17,232,1671,684
358,614,567,550,367,1672,1449
1692,586,631,343,186,1673,385
1123,559,721,1231,843,1674,9
84,522,723,726,850,4,771
1050,517,727,317,245,50,1132
857,510,57,4,892,96,615
1448,473,142,5,157,202,512
186,434,1211,465,1523,207,247
1632,410,97,73,21,208,985
568,401,152,1159,33,236,263
854,389,1031,395,52,261,1306
853,388,1178,200,101,307,46
22,382,230,41,28,383,404
386,380,1796,706,47,436,1508
964,379,1175,38,26,458,373
499,349,269,15,104,505,554
1255,343,1241,148,68,589,514
564,339,1220,50,760,599,575
1431,337,1294,1452,706,606,732
338,336,198,11,237,607,854
115,335,633,306,333,611,163
1620,329,6,35,1,623,312
1140,324,5,481,15,632,468
1197,321,21,40,415,633,1499
1785,316,36,23,17,651,343
1686,314,11,12,55,653,749
1786,310,1342,122,16,686,624
403,305,44,272,37,705,182
762,304,352,347,1217,716,1137
952,233,1343,149,32,737,877
1787,210,1344,92,38,753,453
926,195,63,841,1123,757,1295
968,126,423,37,562,790,301
515,111,594,409,959,812,1442
1047,102,157,89,31,818,316
1788,43,326,432,29,824,774
707,32,618,27,24,829,103
1086,54,61,14,21,837,1492
566,55,1345,311,8,838,130
1648,79,105,1302,170,841,32
1019,156,282,201,56,842,472
1032,157,24,31,1522,843,488
1089,161,475,263,36,857,510
1789,304,1346,709,35,869,769
1740,327,616,327,767,870,1554
1278,328,316,147,1215,881,610
298,329,754,11,238,891,571
1734,330,195,199,205,893,94
258,389,186,128,740,894,656
1790,397,668,341,439,986,1330
538,406,440,39,10,1006,1038
1664,497,715,267,198,1020,1161
1227,524,565,275,284,1040,447
1791,533,72,450,74,1047,255
1728,538,996,20,204,1103,173
1326,549,758,32,1179,1105,228
297,579,280,22,73,1138,680
311,581,931,502,100,1139,872
1792,614,1001,21,485,1147,462
548,851,177,29,154,1172,1502
1793,863,234,34,150,1198,589
983,864,5,19,297,1225,627
1794,926,526,24,42,1248,350
1795,1055,412,8,441,1314,1350
1232,1066,175,1,507,1324,256
437,1072,154,2,337,1331,1027
287,1086,1006,1436,33,1368,277
1515,1088,881,1,313,1376,1124
1678,1103,99,4,171,1413,151
1346,1112,315,286,239,1466,239
113,1124,620,8,105,1524,460
1796,1129,349,5,118,1564,1039
1797,1159,524,108,353,1607,558
550,1169,467,292,206,1641,1009
813,1187,340,192,252,1642,42
1609,1192,512,901,263,1643,903
1,1193,473,88,50,1644,1731
58,1239,1010,216,343,1645,1776
127,1255,338,28,95,1646,1003
202,1270,909,113,282,1647,132
287,1277,106,320,159,1648,1257
314,1286,66,106,526,1649,1895
687,1291,380,59,632,1650,920
459,1292,736,726,358,1651,1655
313,1301,647,202,47,1652,115
395,1303,323,201,774,1,11
1193,1307,127,223,587,3,1477
1292,1446,1012,58,160,83,1345
1317,672,415,668,104,206,933
18,671,8,697,713,224,336
414,670,109,180,801,239,287
1348,669,545,5,297,264,105
628,668,721,147,317,326,23
955,667,1017,76,58,382,257
755,664,61,640,34,399,1236
611,662,262,653,477,401,374
1401,661,114,682,294,405,940
1169,660,59,119,360,421,984
87,659,23,14,1010,456,1185
1488,658,151,102,102,457,1633
988,656,1020,902,20,458,590
1191,649,80,19,898,459,1253
179,641,93,1,310,484,970
973,637,578,20,109,518,1617
779,603,128,673,816,588,1628
1052,571,73,7,60,610,34
1610,566,546,906,70,620,594
1626,511,118,176,26,640,1933
454,507,1025,245,121,690,1068
123,460,310,220,529,777,665
108,435,588,76,172,790,62
15,420,1005,25,349,792,287
75,411,149,177,144,799,432
127,403,347,73,1006,846,1043
456,402,220,2,153,856,548
457,401,906,641,53,930,824
27,400,1028,583,181,1006,188
25,390,86,187,29,1018,310
274,386,377,208,860,1020,515
179,384,1033,96,912,1021,50
710,383,1007,546,832,1023,324
99,382,788,120,182,1025,484
7,380,198,109,40,1028,1003
913,354,1038,1146,184,1069,904
103,351,790,199,433,1070,903
832,345,1043,357,186,1072,812
151,342,1046,110,190,1076,1027
1067,325,259,266,1244,1077,264
1071,322,1047,940,193,1219,498
407,317,1052,258,196,1225,734
822,315,845,11,199,1236,784
753,312,695,97,157,1238,405
738,240,362,188,948,1249,806
85,212,1056,207,1103,1272,303
1149,206,1003,3,181,1274,1034
1175,169,1060,58,679,1278,696
96,89,1061,53,201,1283,846
632,70,379,633,270,1312,1122
300,10,768,1038,99,1317,872
1204,95,793,72,44,1554,988
647,102,472,162,56,1573,399
1795,282,217,169,1159,1616,944
1663,300,584,85,1126,1617,319
616,335,1067,535,203,1618,399
122,350,1004,6,277,1619,210
106,352,795,12,141,1620,413
735,359,797,272,231,1621,723
350,361,394,207,666,1622,1207
896,364,313,67,501,1623,1225
19,365,1072,60,707,1624,189
1871,367,1076,179,4,1625,764
1,371,1078,544,205,1626,1346
63,381,678,342,829,1627,1495
224,395,199,69,208,1628,1504
131,412,92,9,286,1629,313
120,415,1081,87,210,1630,389
508,430,255,25,287,1631,337
128,431,400,214,922,1632,1213
402,434,1087,8,211,1633,182
223,436,645,459,286,1634,945
797,439,373,16,711,1635,1170
167,487,50,26,645,1636,1008
507,497,1090,1178,848,1637,1474
295,520,219,77,212,1638,1373
123,526,227,13,214,1639,464
409,533,1095,310,707,28,95
362,534,407,15,900,48,324
41,539,203,10,157,69,519
1063,551,103,27,333,141,754
1082,588,592,512,266,226,1199
526,613,982,97,398,259,443
437,614,277,664,111,271,429
229,629,1097,509,217,434,1416
123,871,292,75,219,475,195
109,919,301,68,221,481,443
86,922,1100,103,46,503,141
737,927,1104,740,721,560,1424
449,929,1110,4,224,593,686
1198,954,1112,181,227,597,1434
958,957,1119,380,229,598,266
1221,960,681,1,976,605,756
988,970,308,805,226,608,450
485,1046,1123,806,232,621,521
699,1064,1128,2,235,622,71
855,1085,1040,4,39,625,946
90,1091,387,1,245,628,583
1277,1097,1131,287,237,630,33
1295,1103,332,2,290,631,72
1148,1111,341,3,356,633,131
648,1123,172,6,24,651,1096
1130,1182,370,927,134,684,1127
1792,1186,200,422,44,714,1393
1330,1192,21,2,480,719,318
125,1195,392,4,231,725,43
17,1198,1137,1,239,739,7
1,1238,1139,871,348,751,1579
64,1248,1140,66,367,755,893
301,1256,498,2,31,790,1630
464,1286,76,7,142,796,130
117,1290,60,837,357,806,266
63,1291,1057,119,12,813,791
102,1304,1146,34,242,815,8
89,1306,1152,6,245,827,563
114,1347,1156,220,787,828,53
12,668,523,2,861,837,296
74,665,784,32,39,839,1057
66,657,146,9,799,845,505
620,656,397,7,1235,860,130
458,651,142,223,214,863,925
43,646,1159,4,247,892,812
204,627,197,223,786,893,689
1048,625,420,8,655,1004,182
412,624,303,307,126,1023,170
1,617,363,875,785,1031,299
833,611,537,5,196,1100,15
149,608,759,940,15,1101,310
121,604,1163,295,249,1353,882
1791,601,145,1,96,1379,834
539,600,471,505,93,1411,225
483,594,287,953,974,1492,726
28,593,156,211,272,1493,1052
78,587,119,14,664,1494,92
5,581,1169,406,251,1496,622
496,578,831,221,255,1564,697
470,573,105,658,122,1597,325
252,572,44,557,712,1598,443
129,570,409,78,828,1599,602
1,562,1177,653,257,1600,413
19,561,276,49,81,1601,520
63,556,903,55,146,1602,616
197,553,1179,20,259,1603,383
117,548,411,36,638,1604,1016
471,547,1184,602,261,1605,1224
814,546,236,3,367,1606,68
532,545,507,1149,165,1607,192
849,544,477,934,191,1608,611
145,543,1053,455,125,1609,994
496,541,1188,10,262,1610,31
404,538,91,9,1042,1611,96
142,536,121,18,1044,1612,510
89,534,94,1844,86,1613,36
454,533,289,5,250,1614,77
965,526,321,1,258,42,114
504,508,521,1,267,86,1
983,485,589,4,307,298,623
14,482,505,2,41,459,402
760,473,167,1,2,470,543
423,472,1153,1,450,472,274
729,465,56,2,775,557,119
663,463,1062,1539,151,558,116
860,439,1192,1240,464,560,474
123,437,441,1433,116,562,260
1091,436,606,2,35,657,188
218,435,201,703,885,666,647
246,434,329,1731,52,701,656
1108,404,711,1,1008,783,674
1092,403,295,441,982,801,317
486,401,223,11,443,858,164
340,369,1200,1431,311,942,146
155,364,14,181,878,1043,614
1135,315,518,1359,104,1173,779
388,288,97,9,965,1174,885
1142,278,432,658,152,1175,874
523,251,87,635,46,1176,1136
389,249,1166,1535,653,1177,267
753,247,1168,530,268,1178,591
1191,246,557,1639,30,1179,608
470,241,1203,1366,269,1180,250
1196,237,75,520,512,1181,654
1200,222,111,1424,186,1183,441
1206,220,388,90,579,1184,868
799,219,852,337,275,1185,1162
205,217,621,1161,218,1246,85
778,215,64,14,312,1284,591
1222,213,544,1405,845,1346,746
846,210,1209,286,883,1464,559
75,203,566,474,277,1465,366
976,202,503,19,1164,1466,94
1266,175,447,15,824,1467,1212
1284,173,571,6,747,1468,720
2071,171,517,366,76,1471,421
2072,162,314,13,641,1473,738
2073,141,291,12,209,1475,175
1,107,492,18,847,1476,1428
